time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-05-09T06:17:25.500Z,27.92,57.47,14.1,4.2,mb,,,,1.95,us,usb000qf7l,2014-08-06T00:55:28.000Z,"93km NNE of Minab, Iran",earthquake,,3.6,0.108,24,reviewed,thr,us
2014-05-09T00:08:45.100Z,27.903,57.52,20,4.6,mb,,,,0.91,us,usb000qezz,2014-08-06T00:55:27.000Z,"84km NNE of Minab, Iran",earthquake,,1.7,0.056,94,reviewed,teh,us
2014-04-05T12:16:31.300Z,30.921,56.597,14,4.1,mb,,,,1.11,us,usc000p6g9,2014-06-11T06:06:09.000Z,"12km NNE of Zarand, Iran",earthquake,,5.8,0.135,16,reviewed,teh,us
2014-04-01T06:40:19.400Z,28.295,57.82,10,4.2,mb,,,,1.34,us,usb000pmjw,2014-05-29T23:32:11.000Z,"104km SSW of Bam, Iran",earthquake,,5.6,0.264,5,reviewed,teh,us
2014-04-01T06:37:19.600Z,28.1307,57.7307,10,4.4,mb,,56,3.454,1.01,us,usc000nydv,2014-05-29T23:32:11.000Z,"124km SSW of Bam, Iran",earthquake,,1.9,0.092,34,reviewed,us,us
2014-03-16T14:34:40.460Z,28.1882,57.6362,10,4.5,mb,,52,3.474,0.76,us,usc000ndgq,2014-05-16T21:51:43.000Z,"123km SW of Bam, Iran",earthquake,,1.9,0.091,40,reviewed,us,us
2014-03-12T20:21:59.200Z,28.336,57.069,10,4.3,mb,,,,1.5,us,usc000n9kl,2014-05-16T21:51:38.000Z,"107km SSE of Kuh Sefid, Iran",earthquake,,5.7,0.106,26,reviewed,teh,us
2014-02-26T08:08:05.200Z,27.645,58.147,36,3.9,mb,,,,1.2,us,usc000n4yw,2014-05-13T21:36:42.000Z,"119km ENE of Minab, Iran",earthquake,,7.6,0.364,2,reviewed,teh,us
2014-02-22T17:29:10.200Z,28.176,56.898,15,4.3,mb,,,,1.32,us,usc000mwiq,2014-05-07T00:03:07.000Z,"115km N of Minab, Iran",earthquake,,4.8,0.082,42,reviewed,teh,us
2014-02-07T19:43:30.880Z,26.5274,57.6187,10.02,4.2,mb,,53,2.027,0.89,us,usc000mkh2,2014-04-22T18:30:08.000Z,"87km SE of Minab, Iran",earthquake,,2.3,0.083,44,reviewed,us,us
2014-02-03T19:00:29.100Z,26.722,57.78,12.2,4.3,mb,,,,1.01,us,usc000mgbq,2014-04-08T01:43:26.000Z,"83km SE of Minab, Iran",earthquake,,4.1,0.119,23,reviewed,teh,us
2014-02-02T18:15:45.000Z,28.28,57.09,16,4.3,mb,,,,1.49,us,usc000mfqz,2014-04-08T01:43:23.000Z,"113km SSE of Kuh Sefid, Iran",earthquake,,4.5,0.119,25,reviewed,teh,us
2014-02-02T14:46:41.770Z,26.4447,57.3909,10,4,mb,,123,1.837,1.08,us,usc000msqe,2014-04-08T01:43:23.000Z,"83km SSE of Minab, Iran",earthquake,,1.9,0.3,5,reviewed,us,us
2014-02-02T14:46:11.350Z,26.5921,57.5129,10,4,mb,,104,2.02,0.68,us,usc000msqf,2014-04-08T01:43:23.000Z,"75km SE of Minab, Iran",earthquake,,2,0.299,8,reviewed,us,us
2014-02-02T14:26:45.510Z,26.5886,57.7412,10,5.3,mb,,49,2.144,0.73,us,usc000mfp8,2014-04-08T01:43:23.000Z,"90km SE of Minab, Iran",earthquake,,1.8,0.046,162,reviewed,us,us
2013-12-26T00:44:26.600Z,30.3,57.47,18,3.8,mb,,,,1.9,us,usc000lrkg,2014-02-28T08:44:08.000Z,"37km E of Kerman, Iran",earthquake,,4.8,0.192,,reviewed,thr,us
2013-11-27T07:25:42.530Z,26.8555,56.936,10.72,4.5,mb,,52,2.013,0.83,us,usb000l76n,2014-02-12T01:08:34.000Z,"35km SSW of Minab, Iran",earthquake,,2.7,0.087,,reviewed,us,us
2013-11-20T08:20:21.400Z,27.406,56.167,17.3,4.3,mb,,,,1.24,us,usb000l2p7,2014-02-11T02:18:52.000Z,"26km NNW of Bandar 'Abbas, Iran",earthquake,,4.9,0.189,,reviewed,teh,us
2013-11-07T23:38:52.000Z,26.55,57.5,12,4.1,mb,,,,0.93,us,usb000kuea,2014-01-17T00:29:11.000Z,"78km SSE of Minab, Iran",earthquake,,6.1,0.174,,reviewed,teh,us
2013-10-08T02:52:08.000Z,27.195,55.92,10,4.8,mb,,,,1.03,us,usb000k8cv,2013-12-24T01:42:56.000Z,"35km W of Bandar 'Abbas, Iran",earthquake,,3.6,0.05,,reviewed,teh,us
2013-10-04T18:17:28.520Z,32.9945,58.9102,19.33,4.8,mb,,32,3.106,0.8,us,usb000k6rk,2013-12-19T02:51:34.000Z,"32km WNW of Birjand, Iran",earthquake,,2.1,0.049,,reviewed,us,us
2013-09-26T01:16:23.210Z,31.111,59.6699,10.29,4.3,mb,,72,1.426,1.29,us,usb000jzzr,2013-12-13T09:00:33.000Z,"175km W of Zabol, Iran",earthquake,,3.4,0.095,,reviewed,us,us
2013-09-25T16:18:37.000Z,27.74,57.57,21,4.5,mb,,,,0.71,us,usb000k2dd,2013-12-13T09:00:33.000Z,"81km NE of Minab, Iran",earthquake,,2.7,0.172,,reviewed,teh,us
2013-09-21T06:27:46.000Z,28.47,57.15,12,4.1,mb,,,,1.8,us,usb000jx2j,2013-12-09T21:11:10.000Z,"95km SSE of Kuh Sefid, Iran",earthquake,,1.9,0.103,,reviewed,teh,us
2013-09-17T16:19:40.710Z,26.5581,55.7239,10,4.2,mb,,113,4.229,1.02,us,usb000jyf7,2013-12-09T21:11:07.000Z,"66km NW of Khasab, Oman",earthquake,,1.8,0.176,,reviewed,us,us
2013-08-27T22:00:41.600Z,32.758,56.499,8,4.7,mb,,,,1.03,us,usb000jceq,2013-11-06T01:33:31.000Z,"101km SSW of Tabas, Iran",earthquake,,3.5,0.083,,reviewed,us_teh,us
2013-08-25T13:56:33.360Z,30.5909,57.0748,10,4.3,mb,,55,5.778,0.75,us,usb000jbmy,2013-10-25T20:10:06.000Z,"34km N of Kerman, Iran",earthquake,,1.9,0.111,,reviewed,us,us
2013-08-15T20:08:40.800Z,32.904,56.241,7.7,4.1,mb,,,,1.45,us,usb000j47x,2013-10-19T02:41:44.000Z,"99km SW of Tabas, Iran",earthquake,,6.2,0.131,,reviewed,us_teh,us
2013-08-10T12:08:00.000Z,33.8,56.67,11,4.4,mb,,,,0.94,us,usb000j086,2013-10-12T21:32:34.000Z,"32km NW of Tabas, Iran",earthquake,,1.9,0.107,,reviewed,us_teh,us
2013-07-31T22:09:05.290Z,26.76,57.72,14.1,4,mb,17,100,,,us,usb000isw9,2014-11-07T01:51:21.925Z,"76km SE of Minab, Iran",earthquake,,,,12,reviewed,thr,us
2013-07-18T04:55:27.400Z,26.792,57.884,14.9,4,mb,34,100,,,us,usp000k241,2014-11-07T01:51:17.816Z,"southern Iran",earthquake,,,,16,reviewed,thr,us
2013-07-17T11:55:29.090Z,26.741,57.939,17.3,4.2,mb,33,100,,,us,usb000ifyn,2014-11-07T01:51:17.442Z,"99km SE of Minab, Iran",earthquake,,,,13,reviewed,thr,us
2013-07-13T00:52:58.900Z,27.368,55.172,14.1,4.3,mb,24,100,,,us,usb000idjz,2014-11-07T01:51:15.800Z,"65km ESE of Lar, Iran",earthquake,,,,36,reviewed,thr,us
2013-07-09T17:05:12.090Z,28.168,55.993,10,4,mb,31,100,,,us,usp000k1v7,2014-11-07T01:51:14.691Z,"southern Iran",earthquake,,,,13,reviewed,teh,us
2013-07-03T12:05:47.790Z,27.247,55.003,14.9,4.4,mb,44,100,,,us,usb000i5sh,2014-11-07T01:51:12.838Z,"77km N of Bandar-e Lengeh, Iran",earthquake,,,,31,reviewed,thr,us
2013-07-02T11:18:33.000Z,27.28,55.02,12,5,mb,150,100,,,us,usb000i4s4,2014-11-07T01:51:11.940Z,"74km ESE of Lar, Iran",earthquake,,,,116,reviewed,teh,us
2013-07-02T01:33:42.900Z,28.289,57.608,30.8,4.3,mb,54,100,,,us,usp000k1my,2014-11-07T01:51:11.403Z,"southern Iran",earthquake,,,,29,reviewed,teh,us
2013-07-01T19:03:55.500Z,28.208,57.429,10,4.2,mb,36,100,,,us,usp000k1mq,2014-11-07T01:51:11.208Z,"southern Iran",earthquake,,,,19,reviewed,teh,us
2013-06-30T16:25:32.150Z,26.609,57.924,10,4.3,mb,33,57,,1.05,us,usb000i3sy,2014-11-07T01:51:08.414Z,"111km ESE of Minab, Iran",earthquake,,1.9,,19,reviewed,us,us
2013-06-19T20:05:24.180Z,26.522,57.487,25.6,4,mblg,14,123,,1.21,us,usp000k1c4,2014-11-07T01:51:06.101Z,"southern Iran",earthquake,,3.7,,,reviewed,us,teh
2013-06-19T16:26:58.140Z,27.012,59.991,10.5,4.2,mb,28,80,,0.82,us,usc000hv26,2014-11-07T01:51:06.056Z,"68km WSW of Iranshahr, Iran",earthquake,,4.5,,13,reviewed,us,us
2013-06-05T05:34:39.400Z,26.702,57.955,7,4.2,mb,25,100,,,us,usp000k13t,2014-11-07T01:51:01.052Z,"southern Iran",earthquake,,,,11,reviewed,teh,us
2013-05-31T05:20:02.000Z,26.62,57.66,14.1,4.6,mb,71,100,,,us,usb000ha6n,2014-11-07T01:50:55.860Z,"82km SE of Minab, Iran",earthquake,,,,56,reviewed,thr,us
2013-05-30T19:15:28.500Z,26.725,57.882,6.2,4.2,mb,39,100,,,us,usp000k11f,2014-11-07T01:50:55.770Z,"southern Iran",earthquake,,,,25,reviewed,teh,us
2013-05-30T17:18:27.090Z,26.69,57.775,15.9,4,mb,19,100,,,us,usp000k11c,2014-11-07T01:50:55.748Z,"southern Iran",earthquake,,,,7,reviewed,teh,us
2013-05-21T23:38:46.290Z,26.737,57.884,6.2,4.6,mb,125,51.7,,,us,usb000h1hd,2014-11-07T01:50:53.050Z,"91km ESE of Minab, Iran",earthquake,,,,64,reviewed,teh,us
2013-05-20T20:33:45.400Z,26.714,57.74,11.9,4.1,mblg,43,119.1,,,us,usp000k0ud,2014-11-07T01:50:51.359Z,"southern Iran",earthquake,,,,,reviewed,teh,teh
2013-05-20T09:16:30.060Z,26.539,57.706,24.2,4.6,mb,49,55,,1.21,us,us2013qkfp,2014-11-07T01:50:51.113Z,"91km SE of Minab, Iran",earthquake,,4.8,,70,reviewed,us,us
2013-05-20T07:02:26.900Z,26.7,57.46,15,4.6,mb,106,100,,,us,usb000gzjd,2014-11-07T01:50:51.074Z,"81km ESE of Minab, Iran",earthquake,,,,77,reviewed,thr,us
2013-05-18T15:10:40.000Z,26.77,57.87,6,4.2,mb,23,126.1,,,us,usp000k0rx,2014-11-07T01:50:49.878Z,"southern Iran",earthquake,,,,13,reviewed,teh,us
2013-05-18T12:09:43.790Z,26.73,57.87,15,4.5,mb,68,100,,,us,usb000gy9t,2014-11-07T01:50:49.859Z,"91km ESE of Minab, Iran",earthquake,,,,46,reviewed,teh,us
2013-05-18T10:57:47.090Z,26.502,57.712,15,5.4,mwb,133,100,,,us,usb000gy95,2017-10-11T20:33:07.772Z,"95km SE of Minab, Iran",earthquake,,,,,reviewed,thr,us
2013-05-18T10:03:16.290Z,26.606,57.785,15,5.5,mwb,242,51.5,,,us,usb000gy8m,2017-10-11T20:32:55.328Z,"92km SE of Minab, Iran",earthquake,,,,,reviewed,thr,us
2013-05-17T14:45:20.000Z,26.52,57.48,22,4.4,mb,28,100,,,us,usp000k0rp,2014-11-07T01:50:49.379Z,"southern Iran",earthquake,,,,21,reviewed,teh,us
2013-05-15T18:51:17.150Z,26.591,58.076,10,4,mb,40,73.1,,1.43,us,usp000k0q6,2014-11-07T01:50:48.683Z,"southeastern Iran",earthquake,,,,16,reviewed,us,us
2013-05-15T16:09:02.900Z,26.72,57.78,15,4.5,mb,59,99.8,,,us,us2013qfa2,2014-11-07T01:50:48.660Z,"84km SE of Minab, Iran",earthquake,,,,32,reviewed,thr,us
2013-05-14T13:43:00.640Z,26.529,57.431,10,4,mb,22,102.5,,1.2,us,us2013qecz,2014-11-07T01:50:48.252Z,"76km SSE of Minab, Iran",earthquake,,0,,4,reviewed,us,us
2013-05-14T10:02:38.200Z,26.56,57.817,15,4.2,mblg,19,100,,,us,usp000k0pr,2014-11-07T01:50:48.206Z,"southern Iran",earthquake,,,,,reviewed,teh,teh
2013-05-13T05:44:25.000Z,26.5,57.75,11,4,mb,36,100,,,us,usp000k0p8,2014-11-07T01:50:47.957Z,"southern Iran",earthquake,,,,17,reviewed,teh,us
2013-05-13T01:42:59.550Z,26.487,57.857,10,4.2,mb,47,61.8,,1.23,us,us2013qdbq,2014-11-07T01:50:47.928Z,"106km SE of Minab, Iran",earthquake,,,,13,reviewed,us,us
2013-05-12T22:15:34.100Z,26.482,57.614,14.1,4.1,ml,22,103.4,,,us,us2013qced,2014-11-07T01:50:47.843Z,"90km SE of Minab, Iran",earthquake,,,,,reviewed,thr,thr
2013-05-12T20:18:32.000Z,26.48,57.7,13,4.4,mb,34,102.1,,,us,usp000k0p3,2014-11-07T01:50:47.833Z,"southern Iran",earthquake,,,,15,reviewed,teh,us
2013-05-12T18:12:01.000Z,26.29,57.68,20,4.1,mblg,33,106.1,,,us,usp000k0p1,2014-11-07T01:50:47.769Z,"southern Iran",earthquake,,,,,reviewed,teh,teh
2013-05-12T17:50:36.000Z,26.49,57.61,25,4.4,mb,17,105.3,,,us,usp000k0nz,2014-11-07T01:50:47.759Z,"southern Iran",earthquake,,,,3,reviewed,teh,us
2013-05-12T12:48:07.290Z,26.619,57.551,25.8,4.4,mb,69,100,,,us,usc000guql,2014-11-07T01:50:47.670Z,"74km SE of Minab, Iran",earthquake,,,,44,reviewed,teh,us
2013-05-12T11:56:30.700Z,26.529,57.71,9.9,4.1,mb,45,100,,,us,usc000guq7,2014-11-07T01:50:47.656Z,"92km SE of Minab, Iran",earthquake,,,,24,reviewed,teh,us
2013-05-12T11:00:14.400Z,26.604,57.613,19.3,4.7,mb,56,100,,,us,us2013qcen,2014-11-07T01:50:47.649Z,"80km SE of Minab, Iran",earthquake,,,,30,reviewed,teh,us
2013-05-12T10:54:48.640Z,26.716,57.765,14,5.5,mwb,165,49.9,,0.99,us,usc000gup1,2017-10-11T20:32:34.156Z,"83km SE of Minab, Iran",earthquake,,,,,reviewed,us,us
2013-05-12T09:02:20.090Z,26.47,57.67,15,4.5,mb,73,100,,,us,usc000gumv,2014-11-07T01:50:47.561Z,"95km SE of Minab, Iran",earthquake,,,,47,reviewed,thr,us
2013-05-12T06:13:14.400Z,26.6,57.92,8,4.1,mb,52,57.4,,,us,usc000guki,2014-11-07T01:50:47.461Z,"103km SE of Minab, Iran",earthquake,,,,28,reviewed,teh,us
2013-05-12T04:23:03.400Z,26.573,57.695,20.4,4.4,mb,76,53.4,,,us,usc000guj1,2014-11-07T01:50:47.449Z,"88km SE of Minab, Iran",earthquake,,,,39,reviewed,teh,us
2013-05-12T02:50:04.800Z,26.835,57.649,28,4.4,mb,64,59.5,,,us,usc000gui3,2014-11-07T01:50:47.434Z,"66km ESE of Minab, Iran",earthquake,,,,24,reviewed,teh,us
2013-05-12T01:57:22.100Z,26.55,57.779,17.7,4.1,mblg,46,100.6,,,us,us2013qcer,2014-11-07T01:50:47.423Z,"95km SE of Minab, Iran",earthquake,,,,,reviewed,teh,teh
2013-05-12T01:08:21.350Z,26.563,57.781,10,4.5,mb,61,59.4,,0.9,us,usc000guhq,2014-11-07T01:50:47.418Z,"95km SE of Minab, Iran",earthquake,,,,33,reviewed,us,us
2013-05-12T01:06:23.500Z,26.6,57.724,15.4,4.4,mb,81,59.9,,,us,usc000guhp,2014-11-07T01:50:47.411Z,"88km SE of Minab, Iran",earthquake,,,,36,reviewed,teh,us
2013-05-12T00:24:56.000Z,26.581,57.483,14.6,4.2,mb,46,51.6,,,us,us2013qce6,2014-11-07T01:50:47.406Z,"90km SE of Minab, Iran",earthquake,,,,12,reviewed,thr,us
2013-05-12T00:06:59.800Z,26.404,57.522,17.6,5.5,mwb,298,29.2,,,us,usc000guh1,2017-10-11T20:32:09.013Z,"93km SSE of Minab, Iran",earthquake,,,,,reviewed,thr,us
2013-05-11T22:28:08.500Z,26.691,57.465,14.3,4.5,mb,67,52.9,,,us,usc000gufv,2014-11-07T01:50:47.370Z,"63km SE of Minab, Iran",earthquake,,,,40,reviewed,thr,us
2013-05-11T22:25:21.000Z,26.47,57.68,12,4.4,mb,35,72.9,,,us,us2013qbej,2014-11-07T01:50:47.366Z,"90km SE of Minab, Iran",earthquake,,,,6,reviewed,teh,us
2013-05-11T22:23:05.800Z,26.749,57.581,14.2,4.9,mb,120,47.5,,,us,usc000gufu,2014-11-07T01:50:47.357Z,"66km SE of Minab, Iran",earthquake,,,,78,reviewed,thr,us
2013-05-11T21:51:31.100Z,26.72,57.619,14.1,4.9,mb,125,46.9,,,us,us2013qbbl,2014-11-07T01:50:47.348Z,"71km SE of Minab, Iran",earthquake,,,,88,reviewed,thr,us
2013-05-11T18:06:13.890Z,26.599,57.932,25,4.7,mb,115,57,,1.06,us,usc000gu8k,2014-11-07T01:50:47.266Z,"104km SE of Minab, Iran",earthquake,,4.3,,106,reviewed,us,us
2013-05-11T14:23:17.000Z,26.56,57.72,25,4.3,mb,43,101.4,,,us,usp000k0nn,2014-11-07T01:50:47.238Z,"southern Iran",earthquake,,,,29,reviewed,teh,us
2013-05-11T10:25:33.790Z,26.789,57.57,14.2,4.3,mb,35,100,,,us,usc000gu1e,2014-11-07T01:50:47.196Z,"62km SE of Minab, Iran",earthquake,,,,56,reviewed,thr,us
2013-05-11T10:03:04.900Z,26.788,57.641,14.1,4.6,mb,100,100,,,us,usc000gu19,2014-11-07T01:50:47.187Z,"68km SE of Minab, Iran",earthquake,,,,98,reviewed,thr,us
2013-05-11T08:42:34.290Z,26.52,57.67,15,5,mb,125,100,,,us,usc000gu0m,2014-11-07T01:50:47.173Z,"96km SE of Minab, Iran",earthquake,,,,93,reviewed,thr,us
2013-05-11T08:38:27.000Z,26.57,57.7,15,4.1,mb,21,100,,,us,us2013qbd2,2014-11-07T01:50:47.171Z,"91km SSE of Minab, Iran",earthquake,,,,9,reviewed,thr,us
2013-05-11T07:58:38.290Z,26.442,57.785,15.2,4.2,mblg,29,101,,,us,us2013qbd1,2014-11-07T01:50:47.167Z,"104km SE of Minab, Iran",earthquake,,,,,reviewed,teh,teh
2013-05-11T05:59:34.900Z,26.606,57.914,15.5,4.3,mb,45,100,,,us,usc000gtyk,2014-11-07T01:50:47.157Z,"102km SE of Minab, Iran",earthquake,,,,21,reviewed,teh,us
2013-05-11T05:45:29.000Z,26.52,57.57,14.1,4.2,mb,20,100,,,us,usc000gu25,2014-11-07T01:50:47.155Z,"91km SE of Minab, Iran",earthquake,,,,6,reviewed,thr,us
2013-05-11T05:34:14.500Z,26.649,57.755,11.3,4.4,mb,65,100,,,us,usc000gtya,2014-11-07T01:50:47.150Z,"86km SE of Minab, Iran",earthquake,,,,35,reviewed,teh,us
2013-05-11T05:21:28.700Z,26.683,57.666,20.7,4,mb,39,100,,,us,us2013qbdz,2014-11-07T01:50:47.144Z,"77km SE of Minab, Iran",earthquake,,,,13,reviewed,teh,us
2013-05-11T04:53:35.000Z,26.607,57.794,17.4,4.2,mb,39,108.4,,,us,us2013qbei,2014-11-07T01:50:47.136Z,"92km SE of Minab, Iran",earthquake,,,,8,reviewed,teh,us
2013-05-11T04:11:35.750Z,26.57,57.501,10,4.2,mb,25,124.9,,1.01,us,us2013qbem,2014-11-07T01:50:47.116Z,"76km SSE of Minab, Iran",earthquake,,,,3,reviewed,us,us
2013-05-11T04:09:27.200Z,26.531,57.89,10,4.7,mb,131,53.1,,,us,usc000gtww,2014-11-07T01:50:47.106Z,"105km SE of Minab, Iran",earthquake,,,,54,reviewed,teh,us
2013-05-11T03:58:14.600Z,26.691,57.683,19.6,4.3,mb,89,62.7,,,us,usc000gtwv,2014-11-07T01:50:47.096Z,"78km SE of Minab, Iran",earthquake,,,,29,reviewed,teh,us
2013-05-11T03:41:27.100Z,26.53,57.94,10,5.1,mb,195,51.9,,,us,usc000gtwm,2014-11-07T01:50:47.074Z,"109km SE of Minab, Iran",earthquake,,,,92,reviewed,teh,us
2013-05-11T03:17:21.500Z,26.656,57.723,8.3,4.7,mb,113,51.8,,,us,usc000gtwg,2014-11-07T01:50:47.061Z,"83km SE of Minab, Iran",earthquake,,,,44,reviewed,teh,us
2013-05-11T03:09:47.400Z,26.548,57.926,8.9,5.5,mwc,241,51.7,,,us,usc000gtwf,2014-11-07T01:50:47.032Z,"107km SE of Minab, Iran",earthquake,,,,,reviewed,teh,gcmt
2013-05-11T03:03:27.200Z,26.682,57.897,16.1,4.8,mb,143,53,,,us,usc000gtwc,2014-11-07T01:50:47.020Z,"96km ESE of Minab, Iran",earthquake,,,,72,reviewed,teh,us
2013-05-11T02:50:00.140Z,26.59,57.925,12.9,4.6,mb,99,53.1,,1.15,us,usc000gtw3,2014-11-07T01:50:47.010Z,"104km SE of Minab, Iran",earthquake,,16.8,,52,reviewed,us,us
2013-05-11T02:49:34.300Z,26.616,57.566,27.2,4,mb,36,53.2,,,us,us2013qbel,2014-11-07T01:50:47.007Z,"76km SE of Minab, Iran",earthquake,,,,6,reviewed,teh,us
2013-05-11T02:45:48.500Z,26.673,57.66,22.6,4.1,mb,35,53.3,,,us,us2013qbek,2014-11-07T01:50:47.003Z,"77km SE of Minab, Iran",earthquake,,,,4,reviewed,teh,us
2013-05-11T02:32:44.500Z,26.672,57.691,23.4,4.5,mb,82,51.9,,,us,usc000gtvy,2014-11-07T01:50:46.995Z,"80km SE of Minab, Iran",earthquake,,,,32,reviewed,teh,us
2013-05-11T02:29:36.900Z,26.663,57.889,10.7,4.6,mb,101,53,,,us,usc000gtvw,2014-11-07T01:50:46.957Z,"96km ESE of Minab, Iran",earthquake,,,,39,reviewed,teh,us
2013-05-11T02:08:08.500Z,26.56,57.77,15,6.1,mww,351,33.1,,,us,usc000gtvs,2017-10-11T20:31:56.352Z,"94km SE of Minab, Iran",earthquake,,,,,reviewed,thr,us
2013-05-09T08:50:34.500Z,26.651,57.607,24.1,4.1,mblg,27,100,,,us,usp000k0my,2014-11-07T01:50:45.787Z,"southern Iran",earthquake,,,,,reviewed,teh,teh
2013-05-09T08:01:33.500Z,26.727,57.685,22.5,4.9,mb,156,100,,,us,usc000grrk,2014-11-07T01:50:45.772Z,"80km ESE of Minab, Iran",earthquake,,,,119,reviewed,teh,us
2013-04-25T07:48:56.590Z,28.002,56.993,6.6,4.1,mb,18,100,,,us,usp000k0en,2014-11-07T01:50:38.720Z,"southern Iran",earthquake,,,,8,reviewed,teh,us
2013-04-24T03:51:14.290Z,27.902,55,36,4,mblg,30,120.8,,,us,usp000k0dt,2014-11-07T01:50:38.189Z,"southern Iran",earthquake,,,,,reviewed,teh,teh
2013-03-08T21:38:50.000Z,28.402,57.966,105,4.4,mblg,35,56,,,us,us2013mmbe,2014-11-07T01:50:18.751Z,"86km SSW of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2013-03-04T14:29:53.200Z,27.42,56.61,15,4.1,mb,46,68.3,,,us,us2013micz,2014-11-07T01:50:17.517Z,"41km NE of Bandar 'Abbas, Iran",earthquake,,,,13,reviewed,thr,us
2013-02-22T01:39:24.400Z,29.66,57.06,16,4.1,mb,52,77.3,,,us,us2013lyab,2014-11-07T01:50:10.607Z,"49km NNE of Kuh Sefid, Iran",earthquake,,,,5,reviewed,thr,us
2013-02-07T13:42:08.500Z,27.515,56.309,7.1,4.3,mb,28,94.1,,,us,usp000jz4v,2014-11-07T01:50:03.701Z,"southern Iran",earthquake,,,,2,reviewed,teh,us
2013-02-03T17:46:58.000Z,27.68,56.5,20,4.6,mb,57,69.1,,,us,usc000f0mh,2014-11-07T01:50:00.315Z,"59km NNE of Bandar 'Abbas, Iran",earthquake,,,,18,reviewed,teh,us
2013-01-24T09:28:29.850Z,27.794,56.4,10,4.2,mb,48,119.7,,1.06,us,usp000jysf,2014-11-07T01:49:53.019Z,"southern Iran",earthquake,,,,17,reviewed,us,us
2013-01-24T04:51:07.290Z,27.86,56.557,17.6,4.6,mb,115,69.8,,,us,usp000jys7,2014-11-07T01:49:52.937Z,"southern Iran",earthquake,,,,51,reviewed,teh,us
2013-01-21T19:48:58.880Z,30.33,57.467,10,5.5,mwb,160,48.2,,0.99,us,usb000esbm,2015-01-29T19:17:03.352Z,"39km ENE of Kerman, Iran",earthquake,,,,,reviewed,us,us
2013-01-07T00:41:57.340Z,26.841,56.16,10,4.3,mb,64,107.9,,0.78,us,usp000jy08,2014-11-07T01:49:47.279Z,"Strait of Hormuz",earthquake,,,,24,reviewed,us,us
2013-01-06T15:24:14.090Z,29.965,57.617,10,4.1,mb,33,94,,0.96,us,usp000jxzm,2014-11-07T01:49:47.181Z,"southern Iran",earthquake,,,,5,reviewed,us,us
2012-12-18T02:53:49.590Z,28.39,56.96,5,4.5,mb,74,74.6,,,us,usp000jx3f,2014-11-07T01:49:37.492Z,"southern Iran",earthquake,,,,24,reviewed,teh,us
2012-12-14T10:10:27.400Z,28.387,57.53,14.2,4.1,mb,37,82.4,,,us,usp000jwy9,2014-11-07T01:49:36.276Z,"southern Iran",earthquake,,,,7,reviewed,thr,us
2012-12-09T00:14:06.000Z,27.91,56.9,14,4.3,mb,34,78.8,,,us,usp000jwqc,2014-11-07T01:49:34.570Z,"southern Iran",earthquake,,,,18,reviewed,thr,us
2012-12-05T17:08:13.560Z,33.506,59.571,14.4,5.8,mww,248,20.2,,0.98,us,usp000jwga,2017-10-11T20:20:16.641Z,"eastern Iran",earthquake,,9.6,,,reviewed,us,us
2012-12-03T12:53:22.900Z,30.523,57.227,5,4.6,mb,108,72.7,,,us,usp000jwd5,2015-03-24T01:34:34.825Z,"eastern Iran",earthquake,,,,37,reviewed,teh,us
2012-10-27T20:54:58.900Z,29.371,56.874,98,4.5,mb,62,91,,,us,usp000juh7,2014-11-07T01:49:09.186Z,"southern Iran",earthquake,,,,24,reviewed,teh,us
2012-10-21T16:38:18.670Z,27.538,59.431,10,4.8,mb,49,137.6,,1.07,us,usp000ju99,2014-11-07T01:49:07.618Z,"southeastern Iran",earthquake,,,,18,reviewed,us,us
2012-09-21T03:28:30.000Z,32.14,58.48,6,4.6,mb,79,97.5,,,us,usp000jsnc,2014-11-07T01:48:53.348Z,"eastern Iran",earthquake,,,,26,reviewed,teh,us
2012-09-03T03:03:41.900Z,28.01,57.76,14.1,4.4,mb,98,53.3,,,us,usp000jrj5,2014-11-07T01:48:46.118Z,"southern Iran",earthquake,,,,28,reviewed,thr,us
2012-09-02T00:50:00.500Z,33.474,59.897,12,5.1,mb,210,55.7,,,us,usp000jrfs,2014-11-07T01:48:45.385Z,"eastern Iran",earthquake,,,,97,reviewed,teh,us
2012-08-09T23:45:00.500Z,33.492,59.423,10,4.1,mb,52,66.2,,,us,usp000jq3x,2014-11-07T01:48:32.596Z,"eastern Iran",earthquake,,,,9,reviewed,teh,us
2012-07-12T23:49:28.010Z,27.016,59.33,10,4.1,mb,17,142.2,,0.99,us,usp000jny8,2014-11-07T01:48:19.305Z,"southeastern Iran",earthquake,,,,1,reviewed,us,us
2012-07-12T23:33:58.030Z,26.951,59.426,10,4.5,mb,84,73.3,,1.1,us,usp000jny7,2014-11-07T01:48:19.299Z,"southeastern Iran",earthquake,,,,28,reviewed,us,us
2012-07-12T21:18:26.700Z,27.02,55.02,10,4.5,mb,72,57.1,,,us,usp000jny5,2014-11-07T01:48:19.289Z,"southern Iran",earthquake,,,,27,reviewed,teh,us
2012-06-04T03:58:09.000Z,28.24,57.03,29,4,mb,46,52,,,us,usp000jma8,2014-11-07T01:48:00.457Z,"southern Iran",earthquake,,,,6,reviewed,thr,us
