time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-12-01T02:43:27.200Z,30.6973,57.4397,10,5.1,mb,,49,5.475,0.96,us,us1000bjp3,2018-02-20T09:06:09.040Z,"57km NE of Kerman, Iran",earthquake,4.1,1.8,0.056,105,reviewed,us,us
2017-12-01T02:32:46.040Z,30.7464,57.307,9,6.1,mww,,23,5.526,0.89,us,us1000bjnz,2018-02-20T09:06:09.040Z,"55km NNE of Kerman, Iran",earthquake,7.1,1.7,0.06,27,reviewed,us,us
2017-11-23T02:47:21.810Z,28.0121,55.4169,10,4,mb,,122,3.134,0.96,us,us2000btdu,2018-02-14T02:01:11.040Z,"111km ENE of Lar, Iran",earthquake,9.6,2,0.134,15,reviewed,us,us
2017-11-14T19:48:11.430Z,32.9038,59.4679,10,4.4,mb,,76,2.747,0.98,us,us2000bnh2,2018-02-06T02:45:34.040Z,"23km E of Birjand, Iran",earthquake,4.3,1.9,0.072,59,reviewed,us,us
2017-11-11T02:06:19.620Z,27.4673,56.5657,10,4.3,mb,,51,2.532,1.28,us,us2000blvp,2018-01-31T03:04:48.040Z,"41km NE of Bandar 'Abbas, Iran",earthquake,7.6,1.9,0.101,28,reviewed,us,us
2017-11-11T00:37:01.640Z,27.5505,56.6715,10,4,mb,,97,2.628,0.69,us,us2000bluh,2018-01-31T03:04:47.040Z,"55km NE of Bandar 'Abbas, Iran",earthquake,3.4,2,0.116,20,reviewed,us,us
2017-10-23T00:24:13.830Z,27.9254,57.0544,10,5.3,mww,,39,3.064,1.21,us,us1000avsx,2018-01-17T21:50:30.040Z,"86km N of Minab, Iran",earthquake,7.4,1.8,0.098,10,reviewed,us,us
2017-09-30T04:12:50.660Z,27.8864,56.8156,10,4.2,mb,,105,2.98,0.99,us,us2000ax2z,2017-12-22T21:56:29.040Z,"86km NNW of Minab, Iran",earthquake,5.7,1.9,0.121,19,reviewed,us,us
2017-09-29T06:58:15.300Z,28.2394,55.3052,10,4.2,mb,,90,3.378,0.46,us,us2000awej,2017-12-22T21:56:28.040Z,"93km SE of Darab, Iran",earthquake,4.9,1.9,0.152,12,reviewed,us,us
2017-09-21T19:28:40.170Z,30.7124,57.4099,10,4.5,mb,,73,5.484,0.89,us,us2000asq8,2017-12-19T01:54:10.040Z,"57km NNE of Kerman, Iran",earthquake,8.3,1.9,0.084,41,reviewed,us,us
2017-09-20T06:30:56.110Z,27.9241,56.8128,24.32,4.4,mb,,99,3.016,0.8,us,us2000arhi,2017-12-19T01:54:07.040Z,"90km NNW of Minab, Iran",earthquake,7.7,4.4,0.109,24,reviewed,us,us
2017-09-20T00:08:15.740Z,30.7208,57.4066,10,5,mb,,48,5.48,0.66,us,us2000ardv,2017-12-19T01:54:07.040Z,"57km NNE of Kerman, Iran",earthquake,7.6,1.8,0.05,126,reviewed,us,us
2017-09-05T22:20:35.160Z,32.6746,59.1001,10,4.7,mb,,81,3.132,0.56,us,us2000agdr,2017-12-07T20:00:14.040Z,"24km SSW of Birjand, Iran",earthquake,7.4,1.9,0.073,56,reviewed,us,us
2017-09-01T06:10:43.020Z,27.8651,57.1309,10,4,mb,,100,3.024,0.59,us,us2000arl2,2017-11-28T18:33:56.040Z,"79km N of Minab, Iran",earthquake,9.3,2,0.138,14,reviewed,us,us
2017-08-31T03:08:41.050Z,27.847,57.0542,10,4.4,mb,,118,2.988,0.65,us,us2000addb,2017-11-28T18:33:54.040Z,"77km N of Minab, Iran",earthquake,6.6,1.9,0.093,33,reviewed,us,us
2017-08-31T01:30:27.560Z,27.902,56.9464,10,5.2,mb,,78,3.018,1.05,us,us2000add3,2017-11-28T18:33:54.040Z,"84km N of Minab, Iran",earthquake,6.5,1.7,0.053,116,reviewed,us,us
2017-08-26T17:11:16.890Z,31.5362,56.1725,10,4,mb,,104,5.84,1.45,us,us2000ac2v,2017-11-22T03:43:34.040Z,"67km WNW of Ravar, Iran",earthquake,8.4,1.9,0.113,22,reviewed,us,us
2017-08-14T11:14:09.980Z,27.4725,56.9824,10,4.5,mb,,82,2.612,1.5,us,us2000a80f,2017-11-14T01:42:07.040Z,"37km NNW of Minab, Iran",earthquake,9.3,1.9,0.131,17,reviewed,us,us
2017-08-13T09:34:45.130Z,27.4086,56.2313,10,4.5,mb,,136,2.453,0.96,us,us2000a92i,2017-11-14T01:42:05.040Z,"25km N of Bandar 'Abbas, Iran",earthquake,9.4,1.9,0.108,25,reviewed,us,us
2017-08-06T09:24:39.360Z,26.6317,55.428,10,3.9,mb,,113,1.819,1.17,us,us2000a6va,2017-10-25T00:38:00.040Z,"55km E of Bandar-e Lengeh, Iran",earthquake,10.6,1.9,0.17,9,reviewed,us,us
2017-07-23T17:32:14.200Z,30.1823,57.6157,10,5.2,mww,,76,5.365,0.98,us,us2000a03u,2017-10-14T00:19:36.040Z,"52km ESE of Kerman, Iran",earthquake,5.1,1.8,0.069,20,reviewed,us,us
2017-07-15T18:18:15.760Z,28.8924,57.7056,10,4,mb,,126,4.153,1.05,us,us20009yf6,2017-10-06T23:56:20.040Z,"67km WSW of Bam, Iran",earthquake,8.3,1.8,0.13,16,reviewed,us,us
2017-07-13T01:04:19.770Z,26.6418,57.946,10,4.1,mb,,111,2.306,0.98,us,us20009vv2,2017-10-06T23:56:16.040Z,"102km ESE of Minab, Iran",earthquake,7.2,1.9,0.135,15,reviewed,us,us
2017-06-14T10:14:46.340Z,26.8932,55.8048,10,4,mb,,91,1.972,0.64,us,us20009mef,2017-08-18T23:13:27.040Z,"46km W of Qeshm, Iran",earthquake,8.7,1.9,0.13,16,reviewed,us,us
2017-06-09T10:22:35.770Z,27.6107,55.2718,10,4.4,mb,,99,2.783,0.8,us,us20009mqz,2017-08-16T02:42:21.040Z,"91km E of Lar, Iran",earthquake,8.7,1.9,0.203,7,reviewed,us,us
2017-05-23T01:31:32.640Z,27.5651,55.8112,10,4.2,mb,,104,2.632,0.73,us,us10008u8x,2017-08-10T01:33:58.040Z,"62km NW of Bandar 'Abbas, Iran",earthquake,9.1,1.9,0.125,18,reviewed,us,us
2017-04-11T05:16:24.740Z,30.806,56.6074,10,4.1,mb,,114,5.849,0.68,us,us10008gg7,2017-07-05T18:09:56.040Z,"4km E of Zarand, Iran",earthquake,10.8,2,0.198,7,reviewed,us,us
2017-04-01T19:59:49.280Z,29.4447,56.775,99.29,4.2,mb,,117,0.202,0.69,us,us10008dud,2017-06-16T23:08:06.040Z,"18km N of Kuh Sefid, Iran",earthquake,6.4,4.6,0.1,28,reviewed,us,us
2017-03-25T07:38:37.020Z,28.2712,57.0927,10,4.5,mb,,64,3.406,0.86,us,us20008uiy,2017-06-12T19:46:56.040Z,"114km SSE of Kuh Sefid, Iran",earthquake,9.3,1.9,0.077,49,reviewed,us,us
2017-01-28T00:18:26.420Z,29.2466,56.2697,10,4.1,mb,,112,4.284,0.65,us,us10007vvh,2017-04-19T18:31:02.040Z,"51km W of Kuh Sefid, Iran",earthquake,7,1.9,0.117,20,reviewed,us,us
2017-01-25T05:41:41.730Z,28.5733,56.8983,10,4.9,mb,,128,3.666,1.41,us,us10007vau,2017-04-19T18:30:59.040Z,"78km S of Kuh Sefid, Iran",earthquake,9.7,1.9,0.065,74,reviewed,us,us
2017-01-21T08:23:16.790Z,29.2091,56.5135,54.21,4.5,mb,,44,1.105,1.03,us,us10007ulj,2017-04-12T02:29:03.040Z,"28km WSW of Kuh Sefid, Iran",earthquake,5.1,5.9,0.082,44,reviewed,us,us
2016-12-27T12:42:58.930Z,28.1988,57.3713,10,4.4,mb,,90,0.387,0.79,us,us10007t59,2017-03-23T22:52:04.040Z,"120km NNE of Minab, Iran",earthquake,4.8,1.9,0.138,15,reviewed,us,us
2016-12-27T12:41:25.950Z,28.0815,57.2281,10,4.6,mb,,35,0.442,0.84,us,us10007n0q,2017-03-23T22:52:04.040Z,"104km N of Minab, Iran",earthquake,6.7,1.9,0.06,84,reviewed,us,us
2016-12-27T12:26:36.360Z,28.1225,57.2505,10,4.4,mb,,64,0.438,1.19,us,us10007n0l,2017-03-23T22:52:04.040Z,"109km N of Minab, Iran",earthquake,2.2,1.9,0.079,46,reviewed,us,us
2016-12-10T17:07:53.390Z,28.313,57.0158,2.04,4.2,mb,,55,0.709,1.31,us,us200081ku,2017-03-09T02:14:26.040Z,"108km S of Kuh Sefid, Iran",earthquake,5.7,6.8,0.124,18,reviewed,us,us
2016-12-05T14:24:52.540Z,27.7028,59.1943,62.42,5.1,mb,,53,1.34,0.93,us,us10007ez0,2017-03-03T07:06:03.040Z,"157km WNW of Iranshahr, Iran",earthquake,5.3,5.3,0.052,120,reviewed,us,us
2016-12-01T09:21:44.050Z,30.3313,57.6002,10,4.7,mb,,85,5.506,0.94,us,us10007e0a,2017-02-23T00:11:55.040Z,"50km E of Kerman, Iran",earthquake,4.6,1.9,0.09,37,reviewed,us,us
2016-11-09T01:15:21.640Z,28.2167,57.3619,10,4.5,mb,,46,0.405,1.44,us,us100076dp,2017-02-02T02:21:04.040Z,"121km NNE of Minab, Iran",earthquake,4.1,1.9,0.07,59,reviewed,us,us
2016-11-09T01:05:30.670Z,28.1942,57.3139,10,4,mb,,57,0.424,1.41,us,us100078sg,2017-02-02T02:21:04.040Z,"118km N of Minab, Iran",earthquake,6.3,2,0.366,2,reviewed,us,us
2016-10-31T13:44:01.950Z,30.7332,56.5087,10,4.3,mb,,71,6.058,0.73,us,us1000738s,2017-01-24T02:02:12.040Z,"10km SSW of Zarand, Iran",earthquake,7.2,1.9,0.111,23,reviewed,us,us
2016-10-28T14:02:28.100Z,30.6891,56.3947,17.67,4.8,mb,,139,6.162,0.7,us,us100072nk,2017-01-24T02:02:07.040Z,"21km SW of Zarand, Iran",earthquake,9.1,5.6,0.078,51,reviewed,us,us
2016-10-20T15:10:31.020Z,30.7819,56.519,10,4.8,mb,,68,0.406,0.93,us,us20007fm8,2017-01-15T01:13:55.040Z,"5km SW of Zarand, Iran",earthquake,4.9,1.9,0.065,74,reviewed,us,us
2016-09-21T07:41:12.820Z,27.0043,59.7705,10,4.5,mb,,139,3.808,0.86,us,us10006raw,2016-12-12T23:01:34.040Z,"93km WSW of Iranshahr, Iran",earthquake,5.9,1.8,0.116,22,reviewed,us,us
2016-07-24T13:26:33.220Z,28.155,57.429,10,4.5,mb,,72,3.379,1.03,us,us1000680p,2016-09-24T22:47:18.040Z,"116km NNE of Minab, Iran",earthquake,10.6,1.9,0.118,21,reviewed,us,us
2016-07-14T16:17:59.780Z,27.6492,56.462,26.64,4.4,mb,,70,0.357,0.91,us,us20006g4d,2016-09-08T01:50:31.040Z,"54km NNE of Bandar 'Abbas, Iran",earthquake,6.4,7.6,0.203,8,reviewed,us,us
2016-07-06T23:58:26.600Z,27.657,56.429,16.4,5.1,mb,,,,0.57,us,us100061gt,2016-09-02T21:36:40.040Z,"54km NNE of Bandar 'Abbas, Iran",earthquake,4.5,3.3,0.047,147,reviewed,teh,us
2016-06-26T05:38:55.000Z,28.54,57.16,14,4.3,mb,,,,1.29,us,us200066wc,2016-08-31T03:08:16.040Z,"88km SSE of Kuh Sefid, Iran",earthquake,4.3,4.8,0.113,22,reviewed,teh,us
2016-06-17T10:03:47.120Z,30.1856,57.5551,10,4.4,mb,,58,0.323,1.3,us,us20006512,2016-08-27T02:15:26.040Z,"47km ESE of Kerman, Iran",earthquake,4.2,1.9,0.076,50,reviewed,us,us
2016-06-04T09:54:13.000Z,30.06,57.61,8,4.3,mb,,,,0.77,us,us2000620x,2016-08-18T00:36:30.040Z,"56km ESE of Kerman, Iran",earthquake,6.6,5.1,0.093,33,reviewed,teh,us
2016-05-29T17:18:33.140Z,27.9025,55.1466,37.82,4.5,mb,,65,3.094,0.61,us,us20005z1m,2016-08-10T22:30:26.040Z,"82km ENE of Lar, Iran",earthquake,10.4,7.9,0.115,22,reviewed,us,us
2016-05-20T11:59:15.300Z,28.291,58.563,98.9,4.4,mb,,,,1.21,us,us10005isk,2016-08-03T22:33:39.040Z,"92km SSE of Bam, Iran",earthquake,6.7,5.9,0.069,61,reviewed,teh,us
2016-05-03T10:40:59.800Z,28.021,56.345,10,4.3,mb,,,,1.18,us,us10005gk7,2016-07-19T20:03:11.040Z,"92km N of Bandar 'Abbas, Iran",earthquake,4.6,5.4,0.178,9,reviewed,teh,us
2016-04-24T15:18:13.550Z,27.8307,55.1131,10,4.6,mb,,77,3.035,0.56,us,us20005let,2016-07-08T02:49:20.040Z,"77km ENE of Lar, Iran",earthquake,8.1,1.8,0.059,86,reviewed,us,us
2016-02-01T13:46:33.680Z,32.4299,55.533,10,4.3,mb,,64,5.88,1.11,us,us20004w9w,2016-04-14T22:51:39.040Z,"91km N of Bafq, Iran",earthquake,6.3,1.8,0.116,21,reviewed,us,us
2016-01-22T20:51:46.560Z,28.3453,55.2943,19.54,5.1,mww,,19,1.055,0.9,us,us10004ghe,2017-10-11T21:20:38.154Z,"86km ESE of Darab, Iran",earthquake,5.3,3.1,,,reviewed,us,us
2016-01-11T15:53:36.120Z,27.7612,57.3575,10,4.4,mb,,68,2.989,1.11,us,us10004diy,2016-03-30T02:27:54.040Z,"73km NNE of Minab, Iran",earthquake,7.2,1.9,0.096,31,reviewed,us,us
2016-01-04T03:05:48.070Z,26.6051,55.4464,10,4.4,mb,,42,0.834,0.98,us,us10004b41,2016-03-28T22:09:35.040Z,"56km E of Bandar-e Lengeh, Iran",earthquake,3.5,1.9,0.084,41,reviewed,us,us
2016-01-01T23:17:29.490Z,26.5711,55.1188,10,4.3,mb,,107,1.891,0.54,us,us10004ddg,2016-03-28T22:09:32.040Z,"23km E of Bandar-e Lengeh, Iran",earthquake,10.7,2,0.154,12,reviewed,us,us
2015-12-31T03:50:30.000Z,31.09,57.08,8,3.9,mb,,,,0.89,us,us10004bum,2016-03-18T01:13:09.040Z,"32km SE of Ravar, Iran",earthquake,4.4,5,0.182,8,reviewed,teh,us
2015-12-27T01:52:00.710Z,27.8162,57.9299,10,4.1,mb,,135,1.613,1.22,us,us10004bj1,2016-03-18T01:13:02.040Z,"112km NE of Minab, Iran",earthquake,4.1,1.9,0.166,10,reviewed,us,us
2015-10-29T15:48:20.900Z,32.0055,56.1417,15.24,4.4,mb,,66,1.118,0.89,us,us200040gw,2016-01-30T02:10:55.040Z,"81km ENE of Bafq, Iran",earthquake,2.9,4.2,0.096,31,reviewed,us,us
2015-10-22T05:14:57.400Z,32.01,56.11,9,4.2,mb,,,,1.06,us,us10003qlv,2016-01-22T23:41:09.040Z,"79km NE of Bafq, Iran",earthquake,9,3.3,0.141,17,reviewed,teh,us
2015-09-11T02:41:35.690Z,27.4713,56.5586,10,4.1,mb,,91,0.35,1.21,us,us20003iqi,2015-12-12T00:42:46.040Z,"41km NE of Bandar 'Abbas, Iran",earthquake,5.2,1.9,0.117,20,reviewed,us,us
2015-09-11T02:38:18.320Z,27.4589,56.6124,10.51,4.2,mb,,73,0.395,1.21,us,us20003iqh,2015-12-12T00:42:46.040Z,"44km NE of Bandar 'Abbas, Iran",earthquake,5.5,4.8,0.102,27,reviewed,us,us
2015-09-08T01:18:28.100Z,28.584,57.237,10,4,mb,,,,1.03,us,us20003le1,2015-12-05T01:40:35.040Z,"87km SSE of Kuh Sefid, Iran",earthquake,4.8,4.9,0.116,20,reviewed,teh,us
2015-08-27T00:24:22.000Z,26.541,55.877,11,4.2,mb,,,,1.38,us,us10003573,2015-12-01T00:35:57.040Z,"53km NW of Dib Dibba, Oman",earthquake,4.6,3.6,0.14,14,reviewed,teh,us
2015-08-21T01:21:16.100Z,30.042,57.643,8,3.9,mb,,,,1.33,us,us100033v8,2015-11-24T02:09:26.040Z,"60km ESE of Kerman, Iran",earthquake,4.3,7.3,0.515,1,reviewed,teh,us
2015-07-31T10:06:31.380Z,30.0391,57.5809,11,5.2,mwb,,55,0.181,0.74,us,us10002wtx,2015-10-30T02:47:39.040Z,"55km ESE of Kerman, Iran",earthquake,4.4,1.8,0.068,21,reviewed,us,us
2015-07-25T16:10:40.750Z,30.0856,57.6938,4.08,4.8,mb,,98,0.26,1.1,us,us20003033,2015-10-22T20:04:58.040Z,"63km ESE of Kerman, Iran",earthquake,3.2,4.7,0.072,60,reviewed,us,us
2015-07-01T06:43:28.730Z,28.1277,57.4498,50.38,4.4,mb,,51,3.36,1.21,us,us10002mr7,2015-09-02T22:37:26.040Z,"114km NNE of Minab, Iran",earthquake,8.8,8,0.102,28,reviewed,us,us
2015-06-12T06:57:52.100Z,28.253,57.211,8,4.5,mb,,,,0.87,us,us20002p99,2015-08-20T00:43:55.040Z,"120km SSE of Kuh Sefid, Iran",earthquake,5.9,4.2,0.073,55,reviewed,teh,us
2015-06-07T23:56:04.140Z,27.7988,55.1304,10,4,mb,,85,3,0.86,us,us20002qqf,2015-08-10T13:08:24.040Z,"78km E of Lar, Iran",earthquake,6.3,1.9,0.088,35,reviewed,us,us
2015-05-13T20:27:17.400Z,27.8642,57.5417,10,4.3,mb,,54,3.144,1.35,us,us100028tj,2015-07-17T07:06:15.040Z,"91km NNE of Minab, Iran",earthquake,6.3,1.9,0.095,31,reviewed,us,us
2015-05-08T03:27:01.000Z,32.145,55.827,5.9,4.1,mb,,,,1.32,us,us100029g7,2015-07-17T07:05:58.040Z,"70km NNE of Bafq, Iran",earthquake,5.5,5.5,0.37,2,reviewed,teh,us
2015-04-20T20:37:32.600Z,28.509,57.185,10,4.2,mb,,,,1.03,us,us200029u6,2015-06-26T23:15:59.040Z,"92km SSE of Kuh Sefid, Iran",earthquake,11,4.4,0.235,5,reviewed,teh,us
2015-04-01T16:59:02.560Z,29.2003,59.6857,10,4.7,mb,,51,1.034,1.06,us,us10001su5,2015-06-12T01:53:34.040Z,"118km WSW of Zahedan, Iran",earthquake,4.8,1.9,0.07,62,reviewed,us,us
2015-03-30T07:04:03.800Z,32.138,55.807,8,4.3,mb,,,,1.29,us,us10001vdj,2015-06-12T01:53:29.040Z,"69km NNE of Bafq, Iran",earthquake,4.9,5.1,0.16,11,reviewed,teh,us
2015-03-29T04:16:18.500Z,27.024,57.638,14.2,4.9,mb,,,,0.89,us,us10001rqc,2015-06-12T01:53:27.040Z,"56km ESE of Minab, Iran",earthquake,5.9,4.3,0.064,81,reviewed,teh,us
2015-03-10T21:32:29.100Z,26.475,58.108,20.5,4.1,mb,,,,1.26,us,us10001m48,2015-05-28T00:48:41.040Z,"126km SE of Minab, Iran",earthquake,6.2,6.4,0.174,10,reviewed,teh,us
2015-03-08T18:43:32.000Z,30.03,56.53,12,3.9,mb,,,,1.37,us,us10001lkz,2015-05-28T00:48:38.040Z,"12km NNW of Bardsir, Iran",earthquake,10.6,6.3,0.256,4,reviewed,teh,us
2015-03-05T22:54:48.550Z,28.0428,56.8139,10,5.2,mb,,44,3.132,0.72,us,usc000tvdv,2015-05-28T00:48:34.040Z,"102km NNW of Minab, Iran",earthquake,7.2,1.8,0.046,162,reviewed,us,us
2015-03-05T19:31:12.300Z,27.5409,56.1407,10,4,mb,,87,2.585,0.67,us,usc000tvbi,2015-05-28T00:48:33.040Z,"41km NNW of Bandar 'Abbas, Iran",earthquake,6.1,1.9,0.122,18,reviewed,us,us
2015-02-18T17:28:52.600Z,27.417,56.253,10,4.1,mb,,,,1.12,us,usb000tqd2,2015-05-11T23:20:23.040Z,"25km N of Bandar 'Abbas, Iran",earthquake,9.8,3.8,0.151,12,reviewed,teh,us
2015-02-17T13:41:38.020Z,30.0389,57.6596,10,4.5,mb,,95,5.235,0.94,us,usb000tq1k,2015-05-11T23:20:21.040Z,"62km ESE of Kerman, Iran",earthquake,6.1,1.9,0.089,40,reviewed,us,us
2015-02-13T01:00:44.300Z,30.178,57.584,10,3.9,mb,,,,1.18,us,usb000tnw0,2015-05-11T23:20:10.040Z,"50km ESE of Kerman, Iran",earthquake,5.8,5.8,0.163,11,reviewed,teh,us
2015-02-02T14:07:40.190Z,27.4635,56.1742,10,4.3,mb,,62,2.508,0.91,us,usc000tkzf,2015-05-02T14:07:24.040Z,"32km NNW of Bandar 'Abbas, Iran",earthquake,10.7,1.9,0.153,16,reviewed,us,us
2015-01-27T21:07:24.400Z,27.464,56.19,10,4.3,mb,,,,0.58,us,usb000tiqi,2015-04-24T16:54:43.040Z,"32km NNW of Bandar 'Abbas, Iran",earthquake,5.1,4.5,0.1,30,reviewed,teh,us
2015-01-25T20:11:19.000Z,27.46,56.19,9,5,mb,,,,0.96,us,usc000tiyn,2015-04-24T16:55:32.040Z,"31km NNW of Bandar 'Abbas, Iran",earthquake,8,4.3,0.067,75,reviewed,teh,us
2014-12-08T22:34:04.900Z,28.145,56.955,12,4,mb,,,,1.46,us,usc000t9f1,2015-02-28T02:16:14.040Z,"111km N of Minab, Iran",earthquake,5.7,4,0.3,3,reviewed,teh,us
2014-12-08T06:38:17.600Z,27.506,56.209,14.2,4.3,mb,,,,1.33,us,usc000t4if,2015-02-28T02:16:13.040Z,"36km NNW of Bandar 'Abbas, Iran",earthquake,5,4.2,0.114,23,reviewed,teh,us
2014-12-05T00:20:27.030Z,28.409,57.0677,10,4.2,mb,,60,3.535,1.12,us,usc000t3w8,2015-02-28T02:16:08.040Z,"99km SSE of Kuh Sefid, Iran",earthquake,8.5,1.9,0.088,36,reviewed,us,us
2014-12-03T21:22:04.400Z,28.337,55.553,14.3,4.1,mb,,,,0.87,us,usc000t7d6,2015-02-28T02:16:06.040Z,"108km ESE of Darab, Iran",earthquake,5.1,4.2,0.157,11,reviewed,teh,us
2014-11-23T13:17:59.900Z,26.47,56.59,16,4.9,mb,,,,0.92,us,usb000szau,2015-02-18T03:30:55.040Z,"44km NE of Dib Dibba, Oman",earthquake,4.5,3.4,0.047,145,reviewed,thr,us
2014-11-16T05:13:04.500Z,28.339,56.518,10,4.7,mb,,,,1.7,us,usc000sxrm,2015-02-12T01:42:50.040Z,"107km SSW of Kuh Sefid, Iran",earthquake,5.3,1.8,0.073,62,reviewed,teh,us
2014-11-15T19:56:21.000Z,28.239,55.381,15,4.7,mb,,,,0.91,us,usc000sxnp,2015-02-12T01:42:49.040Z,"99km SE of Darab, Iran",earthquake,5.4,3.9,0.06,89,reviewed,teh,us
2014-11-11T10:05:42.500Z,27.897,55.937,8,5,mb,,,,0.8,us,usc000sw7u,2015-01-31T02:50:17.040Z,"85km NNW of Bandar 'Abbas, Iran",earthquake,5.3,3.1,0.047,151,reviewed,teh,us
2014-11-10T13:52:37.380Z,27.9023,55.857,10,5.4,mb,,37,2.961,0.65,us,usc000sw08,2015-01-31T02:50:15.040Z,"89km NNW of Bandar 'Abbas, Iran",earthquake,7.1,1.7,0.038,241,reviewed,us,us
2014-11-06T18:43:30.000Z,27.064,55.123,1.5,4.8,mb,,,,0.77,us,usc000sv3v,2015-01-31T02:50:05.040Z,"61km NNE of Bandar-e Lengeh, Iran",earthquake,6.7,3.9,0.048,142,reviewed,teh,us
2014-10-24T12:38:56.300Z,27.772,57.4,23.8,5.3,mb,,,,1.02,us,usb000sqam,2015-01-17T01:25:35.040Z,"76km NNE of Minab, Iran",earthquake,5,3.7,0.046,161,reviewed,teh,us
2014-10-21T22:47:02.900Z,27.543,57.465,24.6,4.3,mb,,,,0.68,us,usb000spmm,2015-01-15T20:03:37.040Z,"58km NE of Minab, Iran",earthquake,5,3.8,0.084,43,reviewed,teh,us
2014-10-15T21:31:43.600Z,28.262,55.408,8.3,4.4,mb,,,,0.9,us,usb000smm2,2015-01-15T20:03:26.040Z,"100km ESE of Darab, Iran",earthquake,4,3.9,0.071,61,reviewed,teh,us
2014-09-24T18:44:10.700Z,27.729,57.649,9.6,4.3,mb,,,,1.26,us,usb000sj8p,2014-12-20T00:53:56.040Z,"85km NE of Minab, Iran",earthquake,10.3,2.4,0.239,6,reviewed,teh,us
2014-09-24T14:25:44.930Z,26.867,55.7885,10,4.6,mb,,56,1.95,0.8,us,usb000sj8g,2014-12-20T00:53:56.040Z,"49km WSW of Qeshm, Iran",earthquake,8.8,1.9,0.157,16,reviewed,us,us
2014-09-24T14:22:21.810Z,26.8919,55.7594,10,4.1,mb,,104,1.979,0.28,us,usb000sj8x,2014-12-20T00:53:56.040Z,"51km W of Qeshm, Iran",earthquake,7.5,1.9,0.262,5,reviewed,us,us
2014-09-22T06:26:07.490Z,30.6864,57.0986,20.12,3.8,mb,,121,0.619,0.81,us,usb000shsi,2014-12-19T00:05:25.040Z,"44km N of Kerman, Iran",earthquake,6.4,2.4,0.208,7,reviewed,us,us
2014-09-13T19:42:44.100Z,32.305,55.825,5,4.2,mb,,,,1.15,us,usb000sc5p,2014-12-08T23:30:59.040Z,"86km NNE of Bafq, Iran",earthquake,5.3,5.7,0.152,13,reviewed,teh,us
2014-09-05T01:13:58.800Z,27.672,56.768,13.3,4,mb,,,,1.57,us,usb000sd03,2014-12-05T23:36:32.040Z,"65km NNW of Minab, Iran",earthquake,7.1,4.9,0.183,12,reviewed,teh,us
2014-08-31T12:14:41.720Z,27.704,57.6986,10,4.4,mb,,78,0.242,1.42,us,usb000sbcw,2014-11-29T00:09:22.000Z,"86km NE of Minab, Iran",earthquake,3.2,1.8,0.24,7,reviewed,us,us
2014-07-26T10:48:39.700Z,26.724,57.192,9,3.8,mb,,,,0.72,us,usb000s0ry,2014-10-25T01:49:38.000Z,"48km SSE of Minab, Iran",earthquake,,5.4,0.208,9,reviewed,teh,us
2014-07-22T15:22:39.160Z,27.6039,57.3339,10,5.1,mb,,43,2.835,0.61,us,usb000rw57,2014-10-17T21:12:14.000Z,"56km NNE of Minab, Iran",earthquake,,1.7,0.053,132,reviewed,us,us
2014-07-05T03:11:48.300Z,28.35,55.06,14,4.7,mb,,,,0.9,us,usc000rqqn,2014-10-04T19:59:55.000Z,"67km SE of Darab, Iran",earthquake,,3.7,0.052,120,reviewed,thr,us
2014-07-03T04:20:00.800Z,26.857,55.338,9,4.1,mb,,,,1.11,us,usb000rvxi,2014-10-04T19:59:51.000Z,"56km NE of Bandar-e Lengeh, Iran",earthquake,,4.7,0.145,13,reviewed,teh,us
2014-06-30T03:48:46.000Z,32.183,58.978,9.5,4.2,mb,,,,1.36,us,usc000rnpr,2014-09-26T11:49:49.000Z,"79km SSW of Birjand, Iran",earthquake,,4.6,0.11,23,reviewed,teh,us
2014-06-28T18:45:40.490Z,32.0932,58.9991,10.27,4.4,mb,,64,3.553,0.98,us,usc000rnci,2014-09-26T11:49:42.000Z,"88km SSW of Birjand, Iran",earthquake,,4.1,0.07,59,reviewed,us,us
2014-06-18T00:29:42.000Z,29.038,58.332,19.1,3.7,mb,,,,1.33,us,usc000rp3r,2014-09-19T17:23:50.000Z,"7km SSW of Bam, Iran",earthquake,,3.6,0.29,6,reviewed,teh,us
2014-06-11T06:06:34.500Z,28.427,57.044,8,3.9,mb,,,,1.32,us,usc000re0v,2014-09-12T15:47:14.000Z,"97km SSE of Kuh Sefid, Iran",earthquake,,5,0.363,4,reviewed,teh,us
2014-06-02T22:51:16.500Z,27.76,57.22,14,4.9,mb,,,,1.11,us,usc000raa4,2014-08-26T01:21:10.000Z,"69km NNE of Minab, Iran",earthquake,,3.3,0.054,105,reviewed,thr,us
2014-05-27T05:44:29.700Z,26.543,55.905,14.3,5.1,mb,,,,1.23,us,usb000r505,2015-01-28T17:14:38.440Z,"51km NW of Dib Dibba, Oman",earthquake,,3.3,0.052,123,reviewed,teh,us
2014-05-12T16:42:23.710Z,28.2929,58.183,10,4.1,mb,,71,3.775,0.59,us,usc000r932,2014-08-06T00:55:33.000Z,"91km S of Bam, Iran",earthquake,,1.9,0.214,6,reviewed,us,us
