date,latitude,longitude,depth,mag
2010/10/06 23:47:59,33.391,57.208,2,4.2
2010/09/15 19:57:58,30.812,56.838,14.1,4.2
2010/08/11 9:06:45,26.928,55.724,10,4.4
2010/07/31 6:52:58,29.703,56.812,4,5.4
2010/06/23 15:20:24,28.046,59.12,10,4
2010/06/14 4:14:54,28.32,57.21,14.1,4.2
2010/06/14 4:13:46,28.33,57.12,15,4
2010/06/06 17:48:57,28.277,56.978,35,4.3
2010/05/30 11:12:48,32.66,55.34,4,4.2
2010/05/28 11:16:56,26.959,55.575,10,4.2
2010/05/28 1:50:56,28.48,56.83,6,4.8
2010/05/20 12:33:54,28.284,57.245,16,4
2010/02/03 22:39:45,28.588,57.012,14.1,4.9
2010/01/26 3:17:00,30.82,57.1,14.1,4.3
2010/01/10 17:17:49,27.062,55.614,10,4.7
2010/01/10 15:20:33,26.985,55.57,10,4.7
2010/01/06 14:17:48,27.477,55.121,13.4,4.9
2009/12/23 16:51:54,26.88,56.08,6.3,4.6
2009/11/29 3:25:31,26.7,59.92,10,4.4
2009/11/13 3:08:12,29.01,58.71,14.1,4.2
2009/11/13 3:06:02,28.98,58.68,15,4.4
2009/11/03 23:26:52,27.334,56.202,14.1,5
2009/11/03 7:48:20,29.093,58.316,10,4
2009/08/07 18:59:31,26.741,57.601,46.6,4.5
2009/07/22 6:49:57,26.739,55.809,13.2,4.1
2009/07/22 3:53:03,26.77,55.79,9.6,5.3
2009/07/05 14:09:50,27.439,55.57,35,4.4
2009/06/23 5:02:41,28.264,56.057,10,4.9
